Label,Page,Addr,NumBytes,RegOffset,RegScale,ReadLen,ReadFlag,WriteFlag,TwosCompl,Hidden,Default,CalReg
FLASH_CNT,0,0,2,0,1,16,1,0,0,0,,0
TEMP_OUT,0,2,2,0,0.010697,16,1,0,1,0,,0
GYRO_OUT (32 bit),0,4,4,0,6.20E-07,32,1,0,1,0,,0
GYRO_OUT (16 bit),0,6,2,0,0.040634921,16,1,0,1,0,,0
GYRO_OFF2,0,8,2,0,1,16,1,1,1,0,0,0
GYRO_OFF,0,10,2,0,1,16,1,1,1,0,0,0
ALM_MAG1,0,16,2,0,1,16,1,1,0,0,0,0
ALM_MAG2,0,18,2,0,1,16,1,1,0,0,0,0
ALM_SMPL1,0,20,2,0,1,16,1,1,0,0,0,0
ALM_SMPL2,0,22,2,0,1,16,1,1,0,0,0,0
ALM_CTRL,0,24,2,0,1,16,1,1,0,0,0,0
GPIO_CTRL,0,26,2,0,1,16,1,1,0,0,0,0
MSC_CTRL,0,28,2,0,1,16,1,1,0,0,6,0
SMPL_PRD,0,30,2,0,1,16,1,1,0,0,31,0
AVG_CNT,0,32,2,0,1,16,1,1,0,0,0,0
DEC_RATE,0,34,2,0,1,16,1,1,0,0,0,0
SLP_CTRL,0,36,2,0,1,16,1,1,0,0,0,0
DIAG_STAT,0,38,2,0,1,16,1,0,0,0,,0
GLOB_CMD,0,40,2,0,1,16,0,1,0,0,,0
LOT_ID1,0,50,2,0,1,16,1,0,0,1,,0
LOT_ID2,0,52,2,0,1,16,1,0,0,1,,0
LOT_ID3,0,54,2,0,1,16,1,0,0,1,,0
PROD_ID,0,56,2,0,1,16,1,0,0,1,16137,0
SERIAL_NUM,0,58,2,0,1,16,1,0,0,1,,0
